0.0,r,0.9920439101,0,0.9920439101,0
0.2,r,0.9911603319,0,0.9911603319,0
0.4,r,0.9900560522,0,0.9900560522,0
0.6,r,0.9886366195,0,0.9886366195,0
0.8,r,0.9867447554,0,0.9867447554,0
1.0,r,0.9840977488,0,0.9840977488,0
1.2,r,0.9801314757,0,0.9801314757,0
1.4,r,0.973535324,0,0.973535324,0
1.6,r,0.9604165759,0,0.9604165759,0
1.8,r,0.9220208696,0,0.9220208696,0
1.82,r,0.9137549389,0,0.9137549389,0
1.84,r,0.903588752,0,0.903588752,0
1.86,r,0.8908120886,0,0.8908120886,0
1.88,r,0.8743340836,0,0.8743340836,0
1.9,r,0.8524163824,0,0.8524163824,0
1.91,r,0.8385855328,0,0.8385855328,0
1.92,r,0.8221923155,0,0.8221923155,0
1.93,r,0.8025684567,0,0.8025684567,0
1.94,r,0.7788579384,0,0.7788579384,0
1.95,r,0.75,0,0.75,0
1.96,r,0.7147767125,0,0.7147767125,0
1.97,r,0.6720208696,0,0.6720208696,0
1.98,r,0.6211189416,0,0.6211189416,0
1.99,r,0.5628329582,0,0.5628329582,0
2.0,r,0.5,0,0.5,0
2.01,r,0.4371670418,0,0.4371670418,0
2.02,r,0.3788810584,0,0.3788810584,0
2.03,r,0.3279791304,0,0.3279791304,0
2.04,r,0.2852232875,0,0.2852232875,0
2.05,r,0.25,0,0.25,0
2.06,r,0.2211420616,0,0.2211420616,0
2.07,r,0.1974315433,0,0.1974315433,0
2.08,r,0.1778076845,0,0.1778076845,0
2.09,r,0.1614144672,0,0.1614144672,0
2.1,r,0.1475836176,0,0.1475836176,0
2.12,r,0.1256659164,0,0.1256659164,0
2.14,r,0.1091879114,0,0.1091879114,0
2.16,r,0.096411248,0,0.096411248,0
2.18,r,0.0862450611,0,0.0862450611,0
2.2,r,0.0779791304,0,0.0779791304,0
2.4,r,0.0395834241,0,0.0395834241,0
2.6,r,0.026464676,0,0.026464676,0
2.8,r,0.0198685243,0,0.0198685243,0
3.0,r,0.0159022512,0,0.0159022512,0
3.2,r,0.0132552446,0,0.0132552446,0
3.4,r,0.0113633805,0,0.0113633805,0
3.6,r,0.0099439478,0,0.0099439478,0
3.8,r,0.0088396681,0,0.0088396681,0
4.0,r,0.0079560899,0,0.0079560899,0
